"iso3c","Year","gov_norm","gdppc","pop"
"KWT",2029,0.59849606021999,47333.72,4.735082016
"KWT",2030,0.604647252512418,48322.98,4.78935252
"KWT",2035,0.628766152563704,53591.84,5.035983542
"KWT",2040,0.65136877011763,60608.73,5.264998061
"KWT",2045,0.671794488247845,66626.2,5.468025808
"KWT",2050,0.685780671869879,72345,5.6305648
"KWT",2055,0.700023630866893,77842.74,5.744439423
"KWT",2060,0.710105749543662,83521.25,5.813153511
"KWT",2065,0.725305473814829,89384.66,5.854518225
"KWT",2070,0.739235337853267,95420.05,5.894520336
"KWT",2075,0.755064022164476,101963.83,5.944839293
"KWT",2080,0.770418038688787,109643.43,6.013261396
"KWT",2085,0.787971016142033,118395.16,6.094433563
"KWT",2090,0.803435724792601,128344.27,6.177649634
"KWT",2095,0.821603606652795,139357.87,6.250354201
"KWT",2100,NA,151441.89,6.304079664
"LAO",2020,0.487153436611163,7681.74,7.276
"LAO",2021,0.494364482970173,7924.23,7.379
"LAO",2022,0.502389967284532,8250.94,7.481
"LAO",2023,0.510573786568883,8607.33,7.581
"LAO",2024,0.518731477485174,8977.26,7.678
"LAO",2025,0.527097561072872,9386.07,7.775
"LAO",2026,0.535059042506614,9753.64,7.854623063
"LAO",2027,0.542887289663238,10121.2,7.934246126
"LAO",2028,0.550591473233188,10488.77,8.013869189
"LAO",2029,0.558179571024991,10856.34,8.093492252
"LAO",2030,0.565658770834467,11223.9,8.173115315
"LAO",2035,0.596758468747958,13076.99,8.517174419
"LAO",2040,0.624732671907183,15096.76,8.805133597
"LAO",2045,0.652266512994479,17376.03,9.033109795
"LAO",2050,0.674855529075625,19885.36,9.19742433
"LAO",2055,0.695965400719429,22602.72,9.295726931
"LAO",2060,0.716522983212677,25577.16,9.329550383
"LAO",2065,0.735493251844497,28941.84,9.298996872
"LAO",2070,0.755130888978561,32788.73,9.213263107
"LAO",2075,0.774460015573396,37079.99,9.079706454
"LAO",2080,0.790328048179519,41709.99,8.902005599
"LAO",2085,0.807658368751769,46635.73,8.690583477
"LAO",2090,0.824420155729887,51888.47,8.454841169
"LAO",2095,0.840794093953125,57566,8.195187417
"LAO",2100,NA,63748.82,7.922045159
"LBN",2020,0.474371951258966,10962.09,6.825
"LBN",2021,0.478877346561704,10962.09,6.769
"LBN",2022,0.483369452716661,10962.09,6.685
"LBN",2023,0.487848348936069,10962.09,6.585
"LBN",2024,0.492314113960002,10962.09,6.485
"LBN",2025,0.496766826059191,10962.09,6.397
"LBN",2026,0.507137866827772,11819.38,6.4707969
"LBN",2027,0.51703067353295,12676.67,6.544593801
"LBN",2028,0.526506273410929,13533.96,6.618390701
"LBN",2029,0.53561451202165,14391.26,6.692187601
"LBN",2030,0.544396410141699,15248.55,6.765984501
"LBN",2035,0.593130202996067,21039.55,7.085111376
"LBN",2040,0.632560168561366,26640.41,7.355712696
"LBN",2045,0.667172542096971,32306.2,7.590918908
"LBN",2050,0.697951559582492,37937.94,7.800244824
"LBN",2055,0.725947684532877,43655.02,7.98958963
"LBN",2060,0.749307194660388,49375.8,8.155718289
"LBN",2065,0.774137291208627,55146.58,8.287117875
"LBN",2070,0.79804669070207,61129.07,8.373892983
"LBN",2075,0.818125977295575,67197.39,8.412523129
"LBN",2080,0.837291681976038,73306.73,8.41195224
"LBN",2085,0.856932222557599,79324.35,8.387118574
"LBN",2090,0.87428345244202,85217.83,8.352674946
"LBN",2095,0.890250306198085,91079.23,8.32070517
"LBN",2100,NA,97012.48,8.294539431
"LBR",2020,0.303918783999057,1351.22,5.058
"LBR",2021,0.307064305395885,1365.02,5.18
"LBR",2022,0.311195518443076,1394.6,5.305
"LBR",2023,0.31544129579477,1426.82,5.432
"LBR",2024,0.32042393968917,1472.18,5.561
"LBR",2025,0.325249817599696,1516.44,5.692
"LBR",2026,0.333982548418296,1630.3,5.810187112
"LBR",2027,0.342275032930983,1744.16,5.928374224
"LBR",2028,0.350181919478172,1858.02,6.046561337
"LBR",2029,0.357748104948479,1971.88,6.164748449
"LBR",2030,0.365010927041095,2085.74,6.282935561
"LBR",2035,0.403965229157868,2804.13,6.860586059
"LBR",2040,0.441419858710377,3655.92,7.407071599
"LBR",2045,0.477500259636678,4741.71,7.911004984
"LBR",2050,0.515705093691381,6113.63,8.364794749
"LBR",2055,0.550290207448564,7830.75,8.764545276
"LBR",2060,0.582588177512509,9953.23,9.107659483
"LBR",2065,0.614555459398881,12527.73,9.396634564
"LBR",2070,0.641825899043448,15596.75,9.627375123
"LBR",2075,0.669928764178872,19170.03,9.796385091
"LBR",2080,0.694731355009714,23296.73,9.903864243
"LBR",2085,0.719889269277092,28021.66,9.946915836
"LBR",2090,0.741875409542232,33370.4,9.928436614
"LBR",2095,0.764331544171521,39379.86,9.855119051
"LBR",2100,NA,45987.02,9.734155061
"LBY",2020,0.188927131982269,6051.9,6.871
"LBY",2021,0.265884877106307,13840.47,6.959
"LBY",2022,0.273642390209421,14449.16,7.041
"LBY",2023,0.280902628786326,15003.41,7.119
"LBY",2024,0.284591458559464,14964.37,7.194
"LBY",2025,0.291425416506747,15470.8,7.268
"LBY",2026,0.298784417833991,16015.89,7.332645778
"LBY",2027,0.306020556239688,16560.97,7.397291556
"LBY",2028,0.313140685963818,17106.06,7.461937334
"LBY",2029,0.320150873753478,17651.15,7.526583112
"LBY",2030,0.32705664464375,18196.23,7.59122889
"LBY",2035,0.359071467772072,21165.63,7.87074748
"LBY",2040,0.392923578192201,24672.39,8.119575858
"LBY",2045,0.421666309532378,27956.26,8.339884041
"LBY",2050,0.448787121485281,31262.35,8.518445269
"LBY",2055,0.478039767202958,35134.9,8.640586109
"LBY",2060,0.505468477471658,39821.55,8.697729836
"LBY",2065,0.535014241122422,45339.02,8.701139859
"LBY",2070,0.564016348551751,51541.19,8.66538628
"LBY",2075,0.59217378237965,58294.04,8.608449222
"LBY",2080,0.619513981861011,65608.34,8.540352086
"LBY",2085,0.646373647329111,73749.84,8.46099154
"LBY",2090,0.672985357411228,83008.25,8.36540755
"LBY",2095,0.6992287361776,93410.26,8.24915675
"LBY",2100,NA,104936.49,8.111515803
"LCA",2020,0.624949755042632,12458.14,0.184
"LCA",2021,0.62903350359203,12769.14,0.184
"LCA",2022,0.639383101931518,14052.85,0.185
"LCA",2023,0.643531301131838,14417.34,0.186
"LCA",2024,0.646943899499684,14670.05,0.186
"LCA",2025,0.649859267273956,14844.89,0.187
"LCA",2026,0.653656575766965,15174.37,0.186619231
"LCA",2027,0.657402948666683,15503.86,0.186238462
"LCA",2028,0.661100076711479,15833.34,0.185857692
"LCA",2029,0.664749769881262,16162.83,0.185476923
"LCA",2030,0.668353515461856,16492.31,0.185096154
"LCA",2035,0.687571360899467,18224.73,0.182134615
"LCA",2040,0.705022166600201,20274.51,0.177163462
"LCA",2045,0.723496229666914,22689.34,0.171980769
"LCA",2050,0.739860157515172,25459.53,0.165951923
"LCA",2055,0.756894860405146,28619.64,0.158971154
"LCA",2060,0.772461804561267,32228.5,0.151144231
"LCA",2065,0.790825448532183,36351.04,0.143951923
"LCA",2070,0.809011348107872,41004.75,0.135701923
"LCA",2075,0.825246080369875,46073.42,0.127980769
"LCA",2080,0.84249665655091,51631.45,0.120048077
"LCA",2085,0.86000386847498,57674.16,0.112538462
"LCA",2090,0.874910726370235,64205.53,0.105769231
"LCA",2095,0.891487151455947,71229.2,0.099317308
"LCA",2100,NA,78740.31,0.093182692
"LKA",2020,0.566525976651244,12534.4,21.898
"LKA",2021,0.571552134702523,12956.95,21.987
"LKA",2022,0.576651694264696,13406.41,22.071
"LKA",2023,0.581739291566727,13871.14,22.147
"LKA",2024,0.586864285623692,14359.67,22.217
"LKA",2025,0.591979800730354,14865.46,22.28
"LKA",2026,0.597846051785279,15522.3,22.3344432
"LKA",2027,0.60354456486002,16179.15,22.3888864
"LKA",2028,0.609087926361671,16836,22.44332961
"LKA",2029,0.614487335787985,17492.85,22.49777281
"LKA",2030,0.619752759687201,18149.7,22.55221601
"LKA",2035,0.644642815160206,21504.63,22.72885258
"LKA",2040,0.667005211734873,24824.5,22.80136113
"LKA",2045,0.688028847671982,28296.63,22.73966707
"LKA",2050,0.708261923845831,32045.06,22.54068056
"LKA",2055,0.728042034603744,36190.14,22.23447617
"LKA",2060,0.747428629631281,40783.5,21.85720517
"LKA",2065,0.768270929019031,45709.31,21.43183547
"LKA",2070,0.785878162580699,50705.62,20.96866656
"LKA",2075,0.804589786521607,55711.84,20.45575104
"LKA",2080,0.820590725044324,60939.22,19.90596327
"LKA",2085,0.838214374409332,66402.55,19.33248663
"LKA",2090,0.853183832107384,72070.43,18.72430065
"LKA",2095,0.869742579587086,77884.91,18.08449517
"LKA",2100,NA,83783.16,17.41873494
"LSO",2020,0.468581411311071,2564.25,2.142
"LSO",2021,0.470638430386477,2621.28,2.159
"LSO",2022,0.473364496794353,2700.31,2.176
"LSO",2023,0.475844374850029,2774.31,2.192
"LSO",2024,0.476390917171781,2788.89,2.21
"LSO",2025,0.476980377902034,2805.25,2.228
"LSO",2026,0.481907237964287,2940.46,2.243442227
"LSO",2027,0.486636835195111,3075.67,2.258884453
"LSO",2028,0.491185029632868,3210.87,2.27432668
"LSO",2029,0.495566526576412,3346.08,2.289768906
"LSO",2030,0.499793255991735,3481.28,2.305211133
"LSO",2035,0.522729010408779,4338.88,2.368333319
"LSO",2040,0.545573933582437,5505.72,2.419220369
"LSO",2045,0.569958496932261,7014.67,2.457594209
"LSO",2050,0.593912649472599,8917.42,2.48132296
"LSO",2055,0.617265273058361,11288.43,2.490035861
"LSO",2060,0.639129284067431,14199.97,2.482342555
"LSO",2065,0.662345532917437,17748.62,2.459077256
"LSO",2070,0.686072777957897,22008.47,2.421537629
"LSO",2075,0.709581249390488,27066.85,2.371762866
"LSO",2080,0.732736535132988,32962.27,2.312255606
"LSO",2085,0.758373511524812,39741.56,2.245333111
"LSO",2090,0.780876664008689,47475.52,2.171180763
"LSO",2095,0.805226469225408,56190.07,2.092671964
"LSO",2100,NA,65833.32,2.009528643
"LTU",2020,0.77198493999539,36732.35,2.760204432
"LTU",2021,0.777943305850768,37896.38,2.731128541
"LTU",2022,0.783932582980574,39115.34,2.706063118
"LTU",2023,0.789786424387108,40316.02,2.683002928
"LTU",2024,0.795340250942473,41417.02,2.660945355
"LTU",2025,0.800807864420324,42511.16,2.6398904
"LTU",2026,0.805709917522739,43289.86,2.621865161
"LTU",2027,0.810573920019699,44068.56,2.603839922
"LTU",2028,0.815400928728196,44847.26,2.585814683
"LTU",2029,0.820191948471185,45625.96,2.567789444
"LTU",2030,0.824947935576684,46404.66,2.549764205
"LTU",2035,0.844144918291845,50397.82,2.453296509
"LTU",2040,0.859757600104017,53978.01,2.357981813
"LTU",2045,0.872880557737128,57257.91,2.268624285
"LTU",2050,0.881553186509785,59786.04,2.185512176
"LTU",2055,0.888497387162878,61853.69,2.107108152
"LTU",2060,0.899168578672619,64262.05,2.032739629
"LTU",2065,0.908428687023371,67462.81,1.960100606
"LTU",2070,0.917930005307915,71168.53,1.892842252
"LTU",2075,0.928832088780261,74609.34,1.8336549
"LTU",2080,0.936659950051485,77544.29,1.781481634
"LTU",2085,0.944580752571761,80188.74,1.734881203
"LTU",2090,0.952848503079772,82738.84,1.692412357
"LTU",2095,0.961103001578809,85514.13,1.653402511
"LTU",2100,NA,88616.93,1.617851667
"LUX",2020,0.951512074341562,110249.88,0.629106542
"LUX",2021,0.956235654152257,112624.84,0.636107728
"LUX",2022,0.960538855917416,114504.02,0.643108913
"LUX",2023,0.964372058472284,115795.98,0.64910993
"LUX",2024,0.967906088109218,116706.06,0.655110946
"LUX",2025,0.9712674313603,117393.27,0.661111962
"LUX",2026,0.973697642546359,118170.65,0.668239347
"LUX",2027,0.976124028519656,118948.02,0.675366732
"LUX",2028,0.97854665390143,119725.4,0.682494117
"LUX",2029,0.980965552679938,120502.77,0.689621501
"LUX",2030,0.983380787377129,121280.15,0.696748886
"LUX",2035,0.996477084423664,124669.26,0.732699331
"LUX",2040,1,125573.84,0.768231748
"LUX",2045,1,126070.52,0.803659657
"LUX",2050,1,126492.17,0.838565031
"LUX",2055,1,127247.14,0.872634348
"LUX",2060,1,128232.6,0.906494651
"LUX",2065,1,129319.52,0.940459461
"LUX",2070,1,130690.49,0.974215257
"LUX",2075,1,133032.76,1.008911616
"LUX",2080,1,135925.87,1.043189948
"LUX",2085,1,139169.42,1.078199829
"LUX",2090,1,142729.65,1.113314217
"LUX",2095,1,146597.88,1.149578183
"LUX",2100,NA,150919.69,1.185319614
"LVA",2020,0.737657384647193,29958.09,1.894022313
"LVA",2021,0.743729769544035,31181.93,1.876012592
"LVA",2022,0.750903266560016,32866.84,1.858002871
"LVA",2023,0.756967869504711,34213.61,1.84099369
"LVA",2024,0.76247053555486,35393.07,1.82498505
"LVA",2025,0.767896305303529,36585.04,1.808976409
"LVA",2026,0.772821333147202,37546.05,1.797490844
"LVA",2027,0.777679588481181,38507.05,1.78600528
"LVA",2028,0.782473999124303,39468.05,1.774519715
"LVA",2029,0.787207262713745,40429.05,1.763034151
"LVA",2030,0.79188189015771,41390.05,1.751548586
"LVA",2035,0.809889550836968,45671.07,1.699341475
"LVA",2040,0.826118543321092,49108.19,1.656608987
"LVA",2045,0.840647745356755,52336.86,1.622577685
"LVA",2050,0.851888481726062,55178.19,1.594250493
"LVA",2055,0.863851002710307,57838.58,1.569307096
"LVA",2060,0.874223802434406,61133.57,1.546297295
"LVA",2065,0.887751957634099,64977.44,1.526381249
"LVA",2070,0.900078360166584,68817.33,1.510139036
"LVA",2075,0.910366650704493,72520.51,1.498924175
"LVA",2080,0.922720322827137,76506.63,1.494283543
"LVA",2085,0.932511781832921,80469.87,1.493800144
"LVA",2090,0.944764415132146,84420.16,1.497570657
"LVA",2095,0.954619135613181,88454.04,1.503178088
"LVA",2100,NA,92596.22,1.509462277
"MAC",2020,NA,54990.03,0.649
"MAC",2021,NA,87258.71,0.658
"MAC",2022,NA,122370.37,0.667
"MAC",2023,NA,126036.28,0.677
"MAC",2024,NA,128948.34,0.685
"MAC",2025,NA,131929.45,0.694
"MAC",2026,NA,132407.09,0.701948186
"MAC",2027,NA,132884.73,0.709896372
"MAC",2028,NA,133362.36,0.717844558
"MAC",2029,NA,133840,0.725792744
"MAC",2030,NA,134317.64,0.73374093
"MAC",2035,NA,133446.42,0.768021273
"MAC",2040,NA,131893.25,0.796436544
"MAC",2045,NA,130108.2,0.822121521
"MAC",2050,NA,128015.47,0.845177328
"MAC",2055,NA,125816.85,0.868233134
"MAC",2060,NA,123956.23,0.890884453
"MAC",2065,NA,122255.87,0.910603235
"MAC",2070,NA,120380.86,0.929513041
"MAC",2075,NA,118151.7,0.946097042
"MAC",2080,NA,115929.14,0.959748506
"MAC",2085,NA,113797,0.971579776
"MAC",2090,NA,111824.78,0.983714411
"MAC",2095,NA,110080.77,0.997062509
"MAC",2100,NA,108718.49,1.0131409
"MAR",2020,0.557546382503187,7047.92,36.911
"MAR",2021,0.562396047294701,7291.86,37.345
"MAR",2022,0.566756002712036,7502.48,37.773
"MAR",2023,0.570966421412449,7706.11,38.194
"MAR",2024,0.575140757049045,7912.03,38.606
"MAR",2025,0.579305073855279,8122.53,39.01
"MAR",2026,0.585963540821793,8577.75,39.26262219
"MAR",2027,0.59237329760569,9032.98,39.51524437
"MAR",2028,0.598558713921554,9488.21,39.76786656
"MAR",2029,0.604540735896835,9943.43,40.02048874
"MAR",2030,0.610337753277701,10398.66,40.27311093
"MAR",2035,0.639389479710971,13122.26,41.2519762
"MAR",2040,0.669214567977571,16437.33,41.97462433
"MAR",2045,0.695893886776421,20192.18,42.46045185
"MAR",2050,0.722316412989411,24336.33,42.69696779
"MAR",2055,0.746741127518847,28907.48,42.6796023
"MAR",2060,0.771600751208129,33953.97,42.4016529
"MAR",2065,0.796520546376356,39588.56,41.87500125
"MAR",2070,0.82000886622408,45782.46,41.12635567
"MAR",2075,0.842038627346018,52498.33,40.20710176
"MAR",2080,0.863348740133361,59710.27,39.16527389
"MAR",2085,0.88246761778436,67322.46,38.0359077
"MAR",2090,0.899499290060293,75333.9,36.83362676
"MAR",2095,0.916016571167839,83808.6,35.56564131
"MAR",2100,NA,92743.85,34.23266221
"MDA",2020,0.479684619781182,12263.78,2.65659998
"MDA",2021,0.488852635034643,13048.05,2.648583081
"MDA",2022,0.497583896354277,13816.04,2.640566182
"MDA",2023,0.506471232296696,14657.38,2.632549282
"MDA",2024,0.515345128722527,15549.95,2.623530271
"MDA",2025,0.524205616448508,16496.86,2.613509147
"MDA",2026,0.530109556634456,17064.18,2.603426854
"MDA",2027,0.535902707117087,17631.49,2.59334456
"MDA",2028,0.541591380205957,18198.8,2.583262267
"MDA",2029,0.547181264976573,18766.11,2.573179974
"MDA",2030,0.552677594219813,19333.43,2.563097681
"MDA",2035,0.579592374293542,22162.34,2.500461271
"MDA",2040,0.603706662297777,25099.63,2.43125231
"MDA",2045,0.625279062239857,28163.84,2.361188917
"MDA",2050,0.643259623583957,31188.53,2.29191423
"MDA",2055,0.660707580531561,34163.52,2.221325033
"MDA",2060,0.67800187298542,37474.65,2.147515287
"MDA",2065,0.696296285039228,41367.79,2.069236205
"MDA",2070,0.714075473561979,45533.94,1.988459554
"MDA",2075,0.730763015410965,49645.6,1.908603061
"MDA",2080,0.749126927176997,53997.77,1.836567903
"MDA",2085,0.764785247218804,58511.2,1.775443179
"MDA",2090,0.779914261018447,63188.24,1.727332107
"MDA",2095,0.794471744857386,67971.39,1.68907986
"MDA",2100,NA,72763.97,1.657137263
"MDG",2020,0.399931497049066,1537.77,27.691
"MDG",2021,0.403332548555198,1548.15,28.427
"MDG",2022,0.408275510709108,1586.23,29.178
"MDG",2023,0.413533356772081,1631.21,29.943
"MDG",2024,0.418681721463638,1675.54,30.72
"MDG",2025,0.423693493498764,1718.57,31.51
"MDG",2026,0.429319556562156,1783.8,32.18171651
"MDG",2027,0.434819079711013,1849.02,32.85343302
"MDG",2028,0.440201268182638,1914.25,33.52514953
"MDG",2029,0.445472593129383,1979.47,34.19686604
"MDG",2030,0.450640654725504,2044.7,34.86858255
"MDG",2035,0.476202702636577,2439.11,38.16868104
"MDG",2040,0.503403159896606,2994.55,41.34310539
"MDG",2045,0.530669440455765,3746.78,44.3606163
"MDG",2050,0.559545456867151,4745.39,47.18751631
"MDG",2055,0.585713576294033,6031.43,49.80301336
"MDG",2060,0.610155516242093,7654.12,52.19563598
"MDG",2065,0.637561769118164,9666.31,54.34612847
"MDG",2070,0.662075539700219,12124.99,56.23380119
"MDG",2075,0.687778149992863,15073.01,57.83089727
"MDG",2080,0.710480261321846,18586.46,59.12932522
"MDG",2085,0.734451865168031,22732.35,60.12713899
"MDG",2090,0.756859319208002,27579.26,60.82464584
"MDG",2095,0.776926833245604,33165.79,61.22778636
"MDG",2100,NA,39570.33,61.34772477
"MDV",2020,0.51392623819855,13015.36,0.541
"MDV",2021,0.529360774584684,15216.22,0.544
"MDV",2022,0.540608123370129,16966.83,0.541
"MDV",2023,0.551262224611669,18794.49,0.535
"MDV",2024,0.556830176216582,19655.2,0.528
"MDV",2025,0.561748991277038,20407.25,0.522
"MDV",2026,0.565325084703114,20837.1,0.52721243
"MDV",2027,0.568852431570308,21266.95,0.53242486
"MDV",2028,0.572332601507198,21696.8,0.53763729
"MDV",2029,0.575767035415327,22126.64,0.54284972
"MDV",2030,0.579157212518099,22556.49,0.54806215
"MDV",2035,0.594571651489664,24649.45,0.57088005
"MDV",2040,0.613690622881399,26844.77,0.592724674
"MDV",2045,0.630243515064079,29178.31,0.613596022
"MDV",2050,0.646024665497264,31527.64,0.631439403
"MDV",2055,0.661958287558176,33944.54,0.644091983
"MDV",2060,0.679416019366522,36687.28,0.651661902
"MDV",2065,0.69807965391698,39978.36,0.65533872
"MDV",2070,0.719765806506007,43761.79,0.65598757
"MDV",2075,0.738414618852422,47916.21,0.652851461
"MDV",2080,0.758694218355655,52289.33,0.646146675
"MDV",2085,0.775685236514055,56906.6,0.637170914
"MDV",2090,0.794648418852917,61955,0.626032318
"MDV",2095,0.813502089802903,67513.55,0.616407707
"MDV",2100,NA,73499.08,0.609486638
"MEX",2020,0.602296134094445,17906.23,128.933
"MEX",2021,0.608800575403017,18630.26,130.262
"MEX",2022,0.61362766586133,19020.53,131.563
"MEX",2023,0.617726921466164,19261.47,132.834
"MEX",2024,0.621751454391855,19491.01,134.074
"MEX",2025,0.625784661564792,19727.3,135.284
"MEX",2026,0.6308482776367,20301.2,136.4087222
"MEX",2027,0.635832238641908,20875.11,137.5334445
"MEX",2028,0.640740339624935,21449.01,138.6581667
"MEX",2029,0.645576241328501,22022.92,139.782889
"MEX",2030,0.650343206635715,22596.83,140.9076112
"MEX",2035,0.677379917469715,26050.5,145.6962834
"MEX",2040,0.699372471958736,29365.17,149.6251752
"MEX",2045,0.722273327999652,32986.99,152.6734083
"MEX",2050,0.744892644548549,37023.23,154.825034
"MEX",2055,0.766400985735686,41458.33,156.0275666
"MEX",2060,0.786656920881544,46241.31,156.2796529
"MEX",2065,0.807136585395918,51401.23,155.6218895
"MEX",2070,0.826948681617557,56823.03,154.1627277
"MEX",2075,0.846246453954022,62576.44,152.0568216
"MEX",2080,0.864363041425868,68678.66,149.4505127
"MEX",2085,0.884168157582577,75136.22,146.371832
"MEX",2090,0.900749488774878,81999.29,142.8591532
"MEX",2095,0.91762534070209,89226.36,138.9797507
"MEX",2100,NA,96759.9,134.8079552
"MHL",2020,NA,NA,0.059
"MHL",2021,NA,NA,0.06
"MHL",2022,NA,NA,0.06
"MHL",2023,NA,NA,0.061
"MHL",2024,NA,NA,0.061
"MHL",2025,NA,NA,0.062
"MHL",2026,NA,NA,0.062
"MHL",2027,NA,NA,0.062
"MHL",2028,NA,NA,0.062
"MHL",2029,NA,NA,0.062
"MHL",2030,NA,NA,0.062
"MHL",2035,NA,NA,0.062
"MHL",2040,NA,NA,0.062
"MHL",2045,NA,NA,0.062
"MHL",2050,NA,NA,0.062
"MHL",2055,NA,NA,0.062
"MHL",2060,NA,NA,0.062
"MHL",2065,NA,NA,0.062
"MHL",2070,NA,NA,0.062
"MHL",2075,NA,NA,0.062
"MHL",2080,NA,NA,0.062
"MHL",2085,NA,NA,0.062
"MHL",2090,NA,NA,0.062
"MHL",2095,NA,NA,0.062
"MHL",2100,NA,NA,0.062
"MKD",2020,0.571522226611933,15854.77,2.083
"MKD",2021,0.578877730899,16457.25,2.083
"MKD",2022,0.586394913963024,17115.54,2.081
"MKD",2023,0.593649187756229,17748.82,2.079
"MKD",2024,0.600725094261516,18370.03,2.077
"MKD",2025,0.607792993569434,19012.98,2.074
"MKD",2026,0.615448874620565,19779.74,2.065244706
"MKD",2027,0.622964231413387,20546.51,2.056489412
"MKD",2028,0.6303487473883,21313.27,2.047734118
"MKD",2029,0.637611206340199,22080.03,2.038978824
"MKD",2030,0.644759495322489,22846.8,2.030223529
"MKD",2035,0.68010061023199,27229.88,1.975682353
"MKD",2040,0.709359715778081,31349.86,1.91232437
"MKD",2045,0.732850265835262,35271.95,1.845070588
"MKD",2050,0.755259199758884,38962.62,1.77709916
"MKD",2055,0.775284744886379,42655.08,1.709127731
"MKD",2060,0.793256533120887,46451.02,1.638798319
"MKD",2065,0.810767788701228,50413.42,1.56672605
"MKD",2070,0.82977936991469,54417.69,1.493936134
"MKD",2075,0.845169025845924,58325.92,1.42329916
"MKD",2080,0.859782795287467,62071.03,1.358608403
"MKD",2085,0.873073992856752,65706.28,1.300171429
"MKD",2090,0.884461446188669,69283.68,1.249115966
"MKD",2095,0.895504330518165,72882.29,1.204519328
"MKD",2100,NA,76569.27,1.164638655
"MLI",2020,0.390556559165119,2208.39,20.251
"MLI",2021,0.393629663892496,2230.12,20.856
"MLI",2022,0.398354977120315,2294.85,21.474
"MLI",2023,0.402237909656005,2339.23,22.106
"MLI",2024,0.406118464501492,2384.62,22.753
"MLI",2025,0.409988871397049,2430.83,23.416
"MLI",2026,0.415714449227168,2510.5,24.00136163
"MLI",2027,0.421343630245785,2590.18,24.58672326
"MLI",2028,0.426881156506573,2669.85,25.17208489
"MLI",2029,0.432332337183017,2749.52,25.75744652
"MLI",2030,0.437702020639911,2829.2,26.34280815
"MLI",2035,0.462902538735177,3285.94,29.28547561
"MLI",2040,0.49042943240406,3895.17,32.1439353
"MLI",2045,0.519389099936187,4702.57,34.83530959
"MLI",2050,0.54801397152955,5759.08,37.31345304
"MLI",2055,0.578619022511359,7111.16,39.56537126
"MLI",2060,0.605067772688625,8808.14,41.5795023
"MLI",2065,0.63186522368938,10885.18,43.34817232
"MLI",2070,0.659398479810992,13370.84,44.84610874
"MLI",2075,0.683352428357919,16316.02,46.04241152
"MLI",2080,0.708646892087318,19764.08,46.91436604
"MLI",2085,0.730204944433683,23738.59,47.4709763
"MLI",2090,0.752281175346176,28264.89,47.71950687
"MLI",2095,0.771438652983861,33407.42,47.69812239
"MLI",2100,NA,39159.43,47.41705468
"MLT",2020,0.813060403208786,38755.51,0.505412776
"MLT",2021,0.817987595635062,40002.7,0.506415579
"MLT",2022,0.82403023125411,41815.42,0.507418382
"MLT",2023,0.829518244455027,43436.34,0.508421185
"MLT",2024,0.835120887777759,45178.76,0.509423988
"MLT",2025,0.840697270818418,46977.09,0.510426791
"MLT",2026,0.844231952795883,47883.47,0.509928003
"MLT",2027,0.847735038589626,48789.86,0.509429215
"MLT",2028,0.851207655608507,49696.24,0.508930426
"MLT",2029,0.854650923061562,50602.62,0.508431638
"MLT",2030,0.858065900228889,51509.01,0.507932849
"MLT",2035,0.877015212439849,56124.01,0.501401097
"MLT",2040,0.893065924149128,60625.83,0.493087957
"MLT",2045,0.910347833021445,64820.83,0.483943503
"MLT",2050,0.926744073335835,68613.78,0.476224159
"MLT",2055,0.94250693992289,72109.09,0.46909861
"MLT",2060,0.953808626828272,75615.68,0.462448098
"MLT",2065,0.968181757061335,79495.71,0.455085031
"MLT",2070,0.979256075730465,83819.22,0.446771891
"MLT",2075,0.991693249850935,88315.51,0.437508678
"MLT",2080,1,92834.45,0.428364224
"MLT",2085,1,97352.87,0.420051085
"MLT",2090,1,101874.3,0.412450499
"MLT",2095,1,106473.76,0.406275024
"MLT",2100,NA,111257.29,0.401524658
"MMR",2020,NA,5269.6,54.41
"MMR",2021,NA,4769.43,54.806
"MMR",2022,NA,4806.63,55.227
"MMR",2023,NA,5000.64,55.664
"MMR",2024,NA,5223.45,56.101
"MMR",2025,NA,5458.14,56.528
"MMR",2026,NA,5585.53,56.74459812
"MMR",2027,NA,5712.93,56.96119625
"MMR",2028,NA,5840.33,57.17779437
"MMR",2029,NA,5967.73,57.39439249
"MMR",2030,NA,6095.13,57.61099061
"MMR",2035,NA,6542.32,58.19186556
"MMR",2040,NA,7086.45,58.25463002
"MMR",2045,NA,7717.48,57.86872983
"MMR",2050,NA,8432,57.1305388
"MMR",2055,NA,9243.83,56.13379871
"MMR",2060,NA,10173.72,54.94238755
"MMR",2065,NA,11233.63,53.58708017
"MMR",2070,NA,12455.38,52.12476951
"MMR",2075,NA,13840.52,50.48955289
"MMR",2080,NA,15416.03,48.63891245
"MMR",2085,NA,17184.68,46.70860165
"MMR",2090,NA,19154.3,44.76644658
"MMR",2095,NA,21338.43,42.88604364
"MMR",2100,NA,23776.05,41.12226111
"MNE",2020,NA,18248.02,0.621891024
"MNE",2021,NA,19878.67,0.621891024
"MNE",2022,NA,20958.2,0.621891024
"MNE",2023,NA,21804.7,0.621891024
"MNE",2024,NA,22482.68,0.620891199
"MNE",2025,NA,23138.79,0.620891199
"MNE",2026,NA,23711.29,0.620257637
"MNE",2027,NA,24283.8,0.619624074
"MNE",2028,NA,24856.3,0.618990512
"MNE",2029,NA,25428.81,0.618356949
