"iso3c","Year","gov_norm","gdppc","pop"
"DJI",2028,0.43508652818444,6781.82,1.106833891
"DJI",2029,0.440404796721514,7001.52,1.123778521
"DJI",2030,0.445623770188921,7221.22,1.140723152
"DJI",2035,0.469199869094045,8408.48,1.219272531
"DJI",2040,0.719995584194789,129090.49,1.290033459
"DJI",2045,0.689805569925608,80296.64,1.354335672
"DJI",2050,0.680922506142446,65357.2,1.410849433
"DJI",2055,0.682917588453427,58921.56,1.461284404
"DJI",2060,0.687142015145145,55982.05,1.503550998
"DJI",2065,0.696004943242858,54879.78,1.53869401
"DJI",2070,0.706170166771003,54754.12,1.56604857
"DJI",2075,0.717058976225644,55230.24,1.586659471
"DJI",2080,0.726225327935153,56121.47,1.601191581
"DJI",2085,0.737740986161993,57313.6,1.61049973
"DJI",2090,0.749344970238048,58737.07,1.616863465
"DJI",2095,0.760946506603248,60341.18,1.620282785
"DJI",2100,NA,62019.37,1.620947652
"DMA",2020,NA,10672.32,0.072
"DMA",2021,NA,10630.88,0.072
"DMA",2022,NA,11251.65,0.072
"DMA",2023,NA,11695.36,0.073
"DMA",2024,NA,12038.95,0.073
"DMA",2025,NA,12323.54,0.073
"DMA",2026,NA,12323.54,0.073
"DMA",2027,NA,12323.54,0.073
"DMA",2028,NA,12323.54,0.073
"DMA",2029,NA,12323.54,0.073
"DMA",2030,NA,12323.54,0.073
"DMA",2035,NA,11443.29,0.073
"DMA",2040,NA,10563.04,0.073
"DMA",2045,NA,9682.78,0.073
"DMA",2050,NA,8802.53,0.073
"DMA",2055,NA,7922.28,0.073
"DMA",2060,NA,7042.03,0.073
"DMA",2065,NA,6161.77,0.073
"DMA",2070,NA,5281.52,0.073
"DMA",2075,NA,4401.27,0.073
"DMA",2080,NA,3521.01,0.073
"DMA",2085,NA,2640.76,0.073
"DMA",2090,NA,1760.51,0.073
"DMA",2095,NA,880.25,0.073
"DMA",2100,NA,NA,0.073
"DNK",2020,0.995839396900941,55622.36,5.833855193
"DNK",2021,0.999256592735706,56986.59,5.854840284
"DNK",2022,1,58435.39,5.875825374
"DNK",2023,1,59338.43,5.897809755
"DNK",2024,1,60225.85,5.917795556
"DNK",2025,1,61126.54,5.938780646
"DNK",2026,1,61647.83,5.959483335
"DNK",2027,1,62169.13,5.980186024
"DNK",2028,1,62690.43,6.000888713
"DNK",2029,1,63211.73,6.021591402
"DNK",2030,1,63733.03,6.042294091
"DNK",2035,1,66599.86,6.133980317
"DNK",2040,1,69224.23,6.211817575
"DNK",2045,1,72626.84,6.283387418
"DNK",2050,1,76504.85,6.360213803
"DNK",2055,1,80403.48,6.450181543
"DNK",2060,1,84394.05,6.552077591
"DNK",2065,1,88672.54,6.663779111
"DNK",2070,1,93255.31,6.781646959
"DNK",2075,1,98139.75,6.904569175
"DNK",2080,1,103408.88,7.029614226
"DNK",2085,1,108891.05,7.154457101
"DNK",2090,1,114495.68,7.275559745
"DNK",2095,1,120257.44,7.393831943
"DNK",2100,NA,126304.59,7.515338936
"DOM",2020,0.491737155137596,17013.21,10.848
"DOM",2021,0.498952102405152,17778.17,10.954
"DOM",2022,0.505715433424055,18485.94,11.056
"DOM",2023,0.512528973588679,19236.22,11.156
"DOM",2024,0.519266215156055,20003.15,11.252
"DOM",2025,0.526016350321447,20807.32,11.346
"DOM",2026,0.531273214191954,21249.76,11.44334447
"DOM",2027,0.536476688323546,21692.21,11.54068894
"DOM",2028,0.541628325835176,22134.65,11.63803341
"DOM",2029,0.54672975031166,22577.1,11.73537788
"DOM",2030,0.551782340705795,23019.54,11.83272235
"DOM",2035,0.57496897314168,25038.05,12.25383119
"DOM",2040,0.596500490021403,27272.28,12.60719433
"DOM",2045,0.616979335468945,29708.16,12.88748128
"DOM",2050,0.635621829100846,32333.46,13.09459511
"DOM",2055,0.65327899284013,35212.25,13.23008651
"DOM",2060,0.670552652145649,38319.36,13.29502159
"DOM",2065,0.688893731661879,41679.97,13.29192022
"DOM",2070,0.707464085346157,45242.6,13.22494986
"DOM",2075,0.724927313061147,49051.34,13.09197832
"DOM",2080,0.744885452471335,53139.78,12.90201898
"DOM",2085,0.762320916112756,57495.73,12.66805885
"DOM",2090,0.779275342872266,62057.78,12.38796575
"DOM",2095,0.794318544178519,66809.48,12.07191605
"DOM",2100,NA,71740.57,11.72398032
"DZA",2020,0.468957082970333,10624.38,43.851
"DZA",2021,0.474921765541731,10735.24,44.617
"DZA",2022,0.480847399563717,10843.76,45.35
"DZA",2023,0.485378602605689,10782.89,46.053
"DZA",2024,0.489875943047742,10719.52,46.731
"DZA",2025,0.494442447457189,10666.14,47.388
"DZA",2026,0.501391892859113,10922.47,47.80955097
"DZA",2027,0.50828236636776,11178.79,48.23110193
"DZA",2028,0.515116215596647,11435.11,48.6526529
"DZA",2029,0.521895558524006,11691.43,49.07420387
"DZA",2030,0.52862245275532,11947.76,49.49575483
"DZA",2035,0.55544510466227,12855.55,51.2633751
"DZA",2040,0.582294704210484,13874.17,52.86295208
"DZA",2045,0.609354793504857,15171.28,54.35842319
"DZA",2050,0.637320414075006,16940.4,55.65024949
"DZA",2055,0.664981656944751,19205.21,56.53904176
"DZA",2060,0.692057565060687,22033.98,56.92463831
"DZA",2065,0.721745496099518,25476.89,56.8682779
"DZA",2070,0.748208616945083,29399.39,56.49928846
"DZA",2075,0.77259217722098,33749.03,55.94440309
"DZA",2080,0.795618373447223,38542.92,55.27793863
"DZA",2085,0.818100764078397,43839.76,54.52397541
"DZA",2090,0.838748339733128,49732.94,53.6679822
"DZA",2095,0.859780846390378,56322.49,52.68452935
"DZA",2100,NA,63595.72,51.51414261
"ECU",2020,0.428784257652254,10376.37,17.643
"ECU",2021,0.434269648496586,10488.64,17.888
"ECU",2022,0.438696590124661,10477.48,18.113
"ECU",2023,0.44345376287282,10507.38,18.324
"ECU",2024,0.448476920973349,10570.98,18.531
"ECU",2025,0.453724378847721,10663.84,18.741
"ECU",2026,0.460462521592622,11031.26,18.94138105
"ECU",2027,0.467088025238314,11398.68,19.1417621
"ECU",2028,0.47360719164122,11766.1,19.34214315
"ECU",2029,0.480025748749602,12133.52,19.5425242
"ECU",2030,0.48634891904948,12500.94,19.74290525
"ECU",2035,0.518219843274839,14707.13,20.65092966
"ECU",2040,0.55094141371415,17258.45,21.45528761
"ECU",2045,0.580217250739981,20192.46,22.14925148
"ECU",2050,0.609454079433982,23511.66,22.7295594
"ECU",2055,0.635934175608392,27282.79,23.19804618
"ECU",2060,0.663130107061845,31515.61,23.55522147
"ECU",2065,0.688700190439539,36153.93,23.80495877
"ECU",2070,0.714831539543308,41206.66,23.9531702
"ECU",2075,0.738705769597349,46674.11,23.99954999
"ECU",2080,0.76181147485167,52571.8,23.94583099
"ECU",2085,0.783495083769459,58916.63,23.81953527
"ECU",2090,0.805181047391412,65691.67,23.60486313
"ECU",2095,0.825514145943232,72921.51,23.31516787
"ECU",2100,NA,80500.94,22.95941965
"EGY",2020,0.506278946069192,11944.27,102.334
"EGY",2021,0.51147807951213,11999.7,104.258
"EGY",2022,0.519371482768267,12430.53,106.157
"EGY",2023,0.527236426978974,12873.99,108.032
"EGY",2024,0.535047605397519,13326.5,109.887
"EGY",2025,0.543003189831497,13818.91,111.728
"EGY",2026,0.550278691971179,14312.95,113.1629544
"EGY",2027,0.557440227505294,14806.99,114.5979088
"EGY",2028,0.564494753531937,15301.03,116.0328632
"EGY",2029,0.571448568417041,15795.07,117.4678177
"EGY",2030,0.578307392938513,16289.11,118.9027721
"EGY",2035,0.612849042098223,18928.05,125.847618
"EGY",2040,0.646400871263282,21976.84,132.5789682
"EGY",2045,0.677603396032353,25307.54,138.682408
"EGY",2050,0.70715379345571,28897.84,143.9826782
"EGY",2055,0.734693623977832,32848.53,148.4353555
"EGY",2060,0.761003540494531,37198.01,152.1695515
"EGY",2065,0.785930084889188,41888.46,155.2453087
"EGY",2070,0.810092863654448,46856.18,157.6076557
"EGY",2075,0.832869003037584,52112.62,159.2340767
"EGY",2080,0.85358399034582,57646.74,160.129947
"EGY",2085,0.873788858772262,63515.47,160.3759994
"EGY",2090,0.892775484417321,69702.03,160.0094563
"EGY",2095,0.910572677714218,76206.48,159.0031362
"EGY",2100,NA,82933.05,157.2761036
"ERI",2020,NA,NA,3.213972
"ERI",2021,NA,NA,3.213972
"ERI",2022,NA,NA,3.213972
"ERI",2023,NA,NA,3.213972
"ERI",2024,NA,NA,3.213972
"ERI",2025,NA,NA,3.213972
"ERI",2026,NA,15.21,3.270573378
"ERI",2027,NA,30.42,3.327174755
"ERI",2028,NA,45.63,3.383776133
"ERI",2029,NA,60.84,3.440377511
"ERI",2030,NA,76.05,3.496978888
"ERI",2035,NA,213.44,3.775389754
"ERI",2040,NA,13591.47,4.042013171
"ERI",2045,NA,8161.7,4.286359394
"ERI",2050,NA,6799.11,4.50020965
"ERI",2055,NA,6543.67,4.68037376
"ERI",2060,NA,6813.42,4.830744826
"ERI",2065,NA,7414.11,4.950728067
"ERI",2070,NA,8258.15,5.039728705
"ERI",2075,NA,9323.88,5.096719393
"ERI",2080,NA,10620.79,5.120726855
"ERI",2085,NA,12173.47,5.112940651
"ERI",2090,NA,13978.84,5.07455034
"ERI",2095,NA,16025.51,5.008367606
"ERI",2100,NA,18294.58,4.917258204
"ESP",2020,0.826351354779858,36327.41,47.13374026
"ESP",2021,0.833855258303401,38607.83,47.10770893
"ESP",2022,0.839661626738123,40249.4,47.0636559
"ESP",2023,0.843861170019858,41203.4,47.00458478
"ESP",2024,0.847774783300006,42043.52,46.93750403
"ESP",2025,0.850809085685571,42475.28,46.86741966
"ESP",2026,0.853818295637126,42899.27,46.90223994
"ESP",2027,0.856818887945464,43323.26,46.93706023
"ESP",2028,0.859811030469118,43747.25,46.97188051
"ESP",2029,0.86279488620945,44171.24,47.00670079
"ESP",2030,0.865770593714372,44595.22,47.04152107
"ESP",2035,0.880610851107283,46754.39,47.259048
"ESP",2040,0.891567395422169,48444.86,47.5146097
"ESP",2045,0.900995450514615,50135.24,47.75120392
"ESP",2050,0.908963992275468,52281.2,47.86111542
"ESP",2055,0.91946843639626,55209.82,47.78215085
"ESP",2060,0.92734745101009,58921.02,47.54216244
"ESP",2065,0.937850953877724,63231.17,47.22870005
"ESP",2070,0.945921715932125,67628.4,46.95726557
"ESP",2075,0.953541830155355,71962.87,46.83367753
"ESP",2080,0.961855112695475,76560.17,46.96125872
"ESP",2085,0.970177010192948,81459.12,47.37065658
"ESP",2090,0.97802214976368,86901.42,47.97521972
"ESP",2095,0.984601245433823,92874.65,48.65395565
"ESP",2100,NA,99119.16,49.32809946
"EST",2020,0.794971635707021,35694.25,1.325307631
"EST",2021,0.800474398960756,36898,1.321306702
"EST",2022,0.806673596124958,38448.39,1.316305541
"EST",2023,0.812295185896789,39806.31,1.31130438
"EST",2024,0.817676557930256,41104.07,1.305302987
"EST",2025,0.822897980983871,42371.3,1.299301594
"EST",2026,0.827751685745295,43710.74,1.296024946
"EST",2027,0.832514207616151,45050.19,1.292748298
"EST",2028,0.837190432580766,46389.64,1.28947165
"EST",2029,0.841784833798578,47729.08,1.286195001
"EST",2030,0.846301571164,49068.53,1.282918353
"EST",2035,0.86994527812833,56649.82,1.266535112
"EST",2040,0.885910096075595,63061.98,1.254172298
"EST",2045,0.899558999434393,69083.67,1.245930422
"EST",2050,0.910806849810588,74400.36,1.23979927
"EST",2055,0.922153014094133,79091.65,1.234371693
"EST",2060,0.931032882988886,84609.1,1.228341052
"EST",2065,0.940780351534411,90847.63,1.222611943
"EST",2070,0.9521024153389,97109.17,1.218491005
"EST",2075,0.960322172032965,102857.35,1.216882835
"EST",2080,0.968657613996902,108404.45,1.217988452
"EST",2085,0.976570096458208,113898.69,1.22361705
"EST",2090,0.985039620750403,119661.78,1.23095433
"EST",2095,0.994232685138582,125937.7,1.239196206
"EST",2100,NA,132571.12,1.246935529
"ETH",2020,0.4959498361996,2318.86,114.964
"ETH",2021,0.497566257630275,2327.73,117.876
"ETH",2022,0.504784063811825,2489.81,120.813
"ETH",2023,0.511612267658892,2651.44,123.771
"ETH",2024,0.518286855503083,2818.65,126.751
"ETH",2025,0.524959826850694,2996.35,129.749
"ETH",2026,0.530030655960745,3112.88,132.4916918
"ETH",2027,0.534977773281337,3229.41,135.2343836
"ETH",2028,0.539809951476901,3345.94,137.9770754
"ETH",2029,0.544535061943901,3462.47,140.7197672
"ETH",2030,0.549160194190718,3579,143.4624589
"ETH",2035,0.575283134961945,4264.64,156.4832082
"ETH",2040,0.602153931891277,5166.33,168.5087637
"ETH",2045,0.627445550349601,6349.19,179.4208382
"ETH",2050,0.654005332045246,7851.98,189.107499
"ETH",2055,0.679911039286697,9716.67,197.3686621
"ETH",2060,0.704904207526681,11996.67,204.0874749
"ETH",2065,0.72893155955605,14768.85,209.0995239
"ETH",2070,0.752592878450556,18106.34,212.2644837
"ETH",2075,0.775054749219562,22075.33,213.5671839
"ETH",2080,0.796093137293667,26697.67,213.0692283
"ETH",2085,0.816304195703162,31986.49,210.9003847
"ETH",2090,0.835042088325323,37993.11,207.2514096
"ETH",2095,0.853023228934191,44742.23,202.3121372
"ETH",2100,NA,52293.07,196.2270953
"FIN",2020,1,47177.08,5.529293799
"FIN",2021,1,48204.05,5.536295437
"FIN",2022,1,49379.84,5.542296841
"FIN",2023,1,50105.34,5.547298012
"FIN",2024,1,50734.4,5.552299182
"FIN",2025,1,51391.58,5.555299884
"FIN",2026,1,52060.5,5.561139805
"FIN",2027,1,52729.42,5.566979727
"FIN",2028,1,53398.33,5.572819648
"FIN",2029,1,54067.25,5.578659569
"FIN",2030,1,54736.17,5.584499491
"FIN",2035,1,58926.37,5.598351864
"FIN",2040,1,63034.79,5.602138843
"FIN",2045,1,67130.7,5.605925823
"FIN",2050,1,71238.5,5.619180252
"FIN",2055,1,75429.06,5.643496648
"FIN",2060,1,79772.53,5.676483234
"FIN",2065,1,84615.28,5.716545493
"FIN",2070,1,89780.55,5.763484109
"FIN",2075,1,95099.57,5.813113475
"FIN",2080,1,100599.63,5.861148322
"FIN",2085,1,106241.35,5.908884198
"FIN",2090,1,112094.7,5.958015276
"FIN",2095,1,118315.04,6.009737446
"FIN",2100,NA,125079.58,6.066442484
"FJI",2020,0.470029709127258,11023.21,0.896
"FJI",2021,0.476518470639546,11510.53,0.903
"FJI",2022,0.486292053146835,12477.27,0.909
"FJI",2023,0.494005471582983,13215,0.916
"FJI",2024,0.500286050925521,13772.92,0.923
"FJI",2025,0.505622713466939,14203.74,0.93
"FJI",2026,0.509728649148176,14447.24,0.931283173
"FJI",2027,0.513796470997938,14690.73,0.932566347
"FJI",2028,0.51782714254714,14934.22,0.93384952
"FJI",2029,0.521821524775171,15177.71,0.935132694
"FJI",2030,0.525780497972369,15421.21,0.936415867
"FJI",2035,0.543981282779355,16434.67,0.937518594
"FJI",2040,0.562330848937005,17605.61,0.933508677
"FJI",2045,0.581431130561813,19085.67,0.922581654
"FJI",2050,0.601159332572854,20906.54,0.907444217
"FJI",2055,0.623595631981011,23123.88,0.887895872
"FJI",2060,0.644200632071389,25744.32,0.864337609
"FJI",2065,0.664984348838488,28806.25,0.837571413
"FJI",2070,0.685602956371955,32266.03,0.807697532
"FJI",2075,0.705878037308626,36102.91,0.775918939
"FJI",2080,0.728052440462713,40398.83,0.742235637
"FJI",2085,0.747889402460248,45222.98,0.707148863
"FJI",2090,0.767482862970936,50614.44,0.669956883
"FJI",2095,0.788875591141277,56575.02,0.631862671
"FJI",2100,NA,63018.55,0.592465237
"FRA",2020,0.879966584154671,42094.48,67.20195821
"FRA",2021,0.886843656211217,44419.74,67.36594835
"FRA",2022,0.892377800263552,46165.3,67.53793801
"FRA",2023,0.895760197537765,46823.33,67.70692784
"FRA",2024,0.89894575187335,47384.89,67.86591828
"FRA",2025,0.902026318763123,47896.15,68.0119095
"FRA",2026,0.905195541623646,48539.72,68.30207348
"FRA",2027,0.908349255223383,49183.29,68.59223746
"FRA",2028,0.9114878628229,49826.86,68.88240144
"FRA",2029,0.914611752156466,50470.43,69.17256542
"FRA",2030,0.917721313478032,51114.01,69.4627294
"FRA",2035,0.930917264188091,54763,70.95560792
"FRA",2040,0.944892656601604,58244.62,72.37114307
"FRA",2045,0.95809969206067,61906.92,73.64402269
"FRA",2050,0.96953709554519,65543.04,74.80750948
"FRA",2055,0.981562797817298,69293.37,75.93237515
"FRA",2060,0.99154282046692,73332.96,77.07301279
"FRA",2065,1,77562.17,78.27512071
"FRA",2070,1,81820.7,79.56367121
"FRA",2075,1,86098.78,80.92450994
"FRA",2080,1,90519.23,82.33397895
"FRA",2085,1,95137.55,83.73455095
"FRA",2090,1,100125.98,85.11753112
"FRA",2095,1,105460.83,86.48291947
"FRA",2100,NA,111093.02,87.79330809
"FSM",2020,NA,NA,0.115
"FSM",2021,NA,NA,0.116
"FSM",2022,NA,NA,0.117
"FSM",2023,NA,NA,0.119
"FSM",2024,NA,NA,0.12
"FSM",2025,NA,NA,0.121
"FSM",2026,NA,NA,0.121520897
"FSM",2027,NA,NA,0.122041794
"FSM",2028,NA,NA,0.122562691
"FSM",2029,NA,NA,0.123083587
"FSM",2030,NA,NA,0.123604484
"FSM",2035,NA,NA,0.125015247
"FSM",2040,NA,NA,0.125015247
"FSM",2045,NA,NA,0.123930045
"FSM",2050,NA,NA,0.121976682
"FSM",2055,NA,NA,0.120348879
"FSM",2060,NA,NA,0.117744395
"FSM",2065,NA,NA,0.113186547
"FSM",2070,NA,NA,0.1086287
"FSM",2075,NA,NA,0.10255157
"FSM",2080,NA,NA,0.095931839
"FSM",2085,NA,NA,0.089095067
"FSM",2090,NA,NA,0.082366816
"FSM",2095,NA,NA,0.076506726
"FSM",2100,NA,NA,0.070538117
"GAB",2020,0.412685223039864,14497.03,2.226
"GAB",2021,0.415972846045294,14481.73,2.279
"GAB",2022,0.420616671928006,14692.79,2.332
"GAB",2023,0.425903440280474,15018.23,2.384
"GAB",2024,0.431324683435619,15376.6,2.436
"GAB",2025,0.436922084163392,15777.34,2.488
"GAB",2026,0.442587143903666,16177.11,2.526742425
"GAB",2027,0.448185384609962,16576.89,2.565484849
"GAB",2028,0.453719344612083,16976.66,2.604227274
"GAB",2029,0.459191595380894,17376.44,2.642969699
"GAB",2030,0.464604336890705,17776.21,2.681712123
"GAB",2035,0.491217685499727,20181.73,2.864844666
"GAB",2040,0.520857082122337,23226.07,3.036868648
"GAB",2045,0.550143690502856,26713.2,3.196197134
"GAB",2050,0.57599232381479,30618.79,3.340396819
"GAB",2055,0.603967560433175,34921.51,3.465130076
"GAB",2060,0.630512793199645,39627.72,3.567752009
"GAB",2065,0.655170074682854,44865.2,3.648897393
"GAB",2070,0.67928787941787,50632.56,3.711740103
"GAB",2075,0.702115730761545,56927.94,3.758078666
"GAB",2080,0.724356452167688,63756.25,3.788230472
"GAB",2085,0.746029060022266,71134.5,3.803253476
"GAB",2090,0.767076674586685,79010.34,3.800291194
"GAB",2095,0.788973377339543,87406.08,3.78018999
"GAB",2100,NA,96186.26,3.743584641
"GBR",2020,0.906856999103678,41751.13,67.15793125
"GBR",2021,0.911869319807388,43766.59,67.44893962
"GBR",2022,0.916683593485739,45776.46,67.7159473
"GBR",2023,0.918913738865048,46496.48,67.96395443
"GBR",2024,0.920968339748325,47133.94,68.20396133
"GBR",2025,0.922871560723487,47698.22,68.44096814
"GBR",2026,0.925545833255869,48379.83,68.70341033
"GBR",2027,0.928202593527675,49061.44,68.96585252
"GBR",2028,0.930842324800669,49743.05,69.22829471
"GBR",2029,0.9334654906047,50424.66,69.49073689
"GBR",2030,0.936072535797514,51106.27,69.75317908
"GBR",2035,0.948157131748627,54947.14,70.94278798
"GBR",2040,0.960004203007738,58917.82,72.12032621
"GBR",2045,0.971830820653525,63160.79,73.35592335
"GBR",2050,0.98169442734362,67294.47,74.59800472
"GBR",2055,0.991269543679871,71464.6,75.74451835
"GBR",2060,0.998258289328929,76116.81,76.78099939
"GBR",2065,1,81340.95,77.78086941
"GBR",2070,1,86940.91,78.85306366
"GBR",2075,1,92543.84,80.02222226
"GBR",2080,1,98196.77,81.22190667
"GBR",2085,1,104032.85,82.39335969
"GBR",2090,1,110159.74,83.54625781
"GBR",2095,1,116677.94,84.73726331
"GBR",2100,NA,123669.94,85.98333499
"GEO",2020,0.621783328061836,14153.88,3.710779557
"GEO",2021,0.627416617093595,14637.86,3.699780211
"GEO",2022,0.634963619810096,15472.42,3.687780924
"GEO",2023,0.642327381231858,16322.77,3.675781636
"GEO",2024,0.649512790260982,17187.32,3.662782409
"GEO",2025,0.656715397560686,18103.54,3.64878324
"GEO",2026,0.662620675160764,18701.89,3.608200356
"GEO",2027,0.668424244032081,19300.23,3.567617471
"GEO",2028,0.674131737858893,19898.57,3.527034587
"GEO",2029,0.67974829372929,20496.92,3.486451703
"GEO",2030,0.685278483959686,21095.26,3.445868818
"GEO",2035,0.710605416634414,24156.24,3.252247407
"GEO",2040,0.73411562331486,27399.79,3.069655064
"GEO",2045,0.756126860408095,30893.28,2.892781496
"GEO",2050,0.775737150693432,34547.77,2.716724896
"GEO",2055,0.793690123791714,38328.43,2.543323442
"GEO",2060,0.814005397941109,42404.5,2.378602274
"GEO",2065,0.832189667903811,47039.4,2.226544108
"GEO",2070,0.849704400482691,51918.07,2.091744392
"GEO",2075,0.866179310223781,56771.04,1.972467066
"GEO",2080,0.88217385923083,61392.03,1.866261229
"GEO",2085,0.896964712265405,66172.45,1.770982338
"GEO",2090,0.911437035730304,71228.38,1.687855846
"GEO",2095,0.924840884304404,76527.26,1.614737212
"GEO",2100,NA,81907.96,1.549073411
"GHA",2020,0.600588430504887,5351.96,31.073
"GHA",2021,0.606141799907739,5510.09,31.732
"GHA",2022,0.612126700756764,5700.71,32.395
"GHA",2023,0.616739647221049,5806.91,33.063
"GHA",2024,0.621278761870077,5910.14,33.734
"GHA",2025,0.627800605433111,6151.93,34.409
"GHA",2026,0.634737369256244,6496.34,35.03099672
"GHA",2027,0.641425701708421,6840.74,35.65299343
"GHA",2028,0.647890270922412,7185.15,36.27499015
"GHA",2029,0.654151915347082,7529.56,36.89698687
"GHA",2030,0.660228681373808,7873.96,37.51898359
"GHA",2035,0.689972394131759,9934.7,40.60587525
"GHA",2040,0.713893340928366,11639.45,43.62694984
"GHA",2045,0.734119812029545,13615.4,46.52432498
"GHA",2050,0.753463798234435,15895.76,49.22129884
"GHA",2055,0.773531453486176,18559.93,51.65693723
"GHA",2060,0.791943624431712,21613.06,53.82615383
"GHA",2065,0.80776043078304,25037.59,55.74807323
"GHA",2070,0.824354715943683,28792.57,57.44873742
"GHA",2075,0.839446744337261,32814.83,58.89935779
"GHA",2080,0.853895110027743,37127.11,60.06534732
"GHA",2085,0.866996784036255,41704.2,60.93022631
"GHA",2090,0.879529530409429,46544.42,61.49440166
"GHA",2095,0.891415051513069,51566.68,61.77801524
"GHA",2100,NA,56665.72,61.81148327
"GIN",2020,0.354304897761684,2630.2,13.133
"GIN",2021,0.359206993410871,2708.62,13.497
"GIN",2022,0.363841801320523,2781.16,13.866
"GIN",2023,0.368264516588429,2849.01,14.239
"GIN",2024,0.372642972483322,2917.28,14.618
"GIN",2025,0.377012019233548,2987.1,15.004
"GIN",2026,0.393723996191622,3501.23,15.29763399
"GIN",2027,0.408506156437797,4015.36,15.59126798
"GIN",2028,0.42182329948147,4529.49,15.88490197
"GIN",2029,0.433989585110041,5043.61,16.17853596
"GIN",2030,0.445227918487414,5557.74,16.47216995
"GIN",2035,0.50405266753896,8802.93,17.87985905
"GIN",2040,0.551046859991494,12215.96,19.19964802
"GIN",2045,0.59580456319429,16161.18,20.41748074
"GIN",2050,0.636091996890468,20690.61,21.51553961
"GIN",2055,0.676140079733599,25828.9,22.47957057
"GIN",2060,0.714045680415024,31520.55,23.29512155
"GIN",2065,0.744357040925157,37701.32,23.95457059
"GIN",2070,0.770889490349197,44329.31,24.44960281
"GIN",2075,0.79661295940686,51305.83,24.78467261
"GIN",2080,0.820492190446944,58706.23,24.95809722
"GIN",2085,0.843390125112563,66523.62,24.98264591
"GIN",2090,0.865441091963398,74759.12,24.86326801
"GIN",2095,0.884497244221906,83309.08,24.61213889
"GIN",2100,NA,92104.78,24.24499741
"GMB",2020,0.422966995509725,2158.01,2.417
"GMB",2021,0.427487607165525,2220.81,2.487
"GMB",2022,0.432419216316716,2296.11,2.558
"GMB",2023,0.43776592771241,2385.16,2.631
"GMB",2024,0.442703169483175,2466.19,2.705
"GMB",2025,0.447054747680738,2533.1,2.78
"GMB",2026,0.454708260454798,2683.71,2.838375629
"GMB",2027,0.462083185104316,2834.31,2.896751258
"GMB",2028,0.469208693408291,2984.91,2.955126887
"GMB",2029,0.476109349745896,3135.51,3.013502516
"GMB",2030,0.482806527708632,3286.12,3.071878145
"GMB",2035,0.516510549750099,4233.01,3.351735849
"GMB",2040,0.553765876657745,5452.43,3.617496855
"GMB",2045,0.590835596899495,6952.16,3.865336478
"GMB",2050,0.627238398099669,8797.64,4.092741352
"GMB",2055,0.662974335662033,11049.17,4.295449686
"GMB",2060,0.696467562185086,13748.24,4.470948113
"GMB",2065,0.726182520710352,16925.98,4.617816038
"GMB",2070,0.755651707219199,20612.57,4.73703695
"GMB",2075,0.780696824075252,24856.44,4.827955189
"GMB",2080,0.803503867390783,29697.68,4.888603774
"GMB",2085,0.827785402563144,35216.95,4.918108491
"GMB",2090,0.847779167126722,41417.17,4.918108491
"GMB",2095,0.86858238467703,48370.23,4.892756289
"GMB",2100,NA,56058.43,4.846095126
"GNB",2020,0.303787589946021,1899.83,1.968
"GNB",2021,0.3080759291649,1914.7,2.015
"GNB",2022,0.31318957762585,1947.98,2.063
"GNB",2023,0.319221724505539,2002.74,2.112
"GNB",2024,0.325246918417103,2059.04,2.16
"GNB",2025,0.331302976321929,2117.83,2.209
"GNB",2026,0.341143339585177,2259.35,2.242883334
"GNB",2027,0.350630047856065,2400.87,2.276766668
"GNB",2028,0.359802890513109,2542.39,2.310650002
"GNB",2029,0.368695191819978,2683.91,2.344533336
"GNB",2030,0.377335141087049,2825.43,2.378416671
"GNB",2035,0.424913093768883,3812.54,2.537135506
"GNB",2040,0.470888797875742,5061.23,2.68495078
"GNB",2045,0.518320750183461,6679.28,2.817027893
"GNB",2050,0.561222806994942,8733.01,2.926886426
"GNB",2055,0.602277622099782,11291.01,3.011543329
"GNB",2060,0.64275833397008,14410.08,3.070998603
"GNB",2065,0.676220865117303,18144.23,3.108132433
"GNB",2070,0.709753406723939,22532.42,3.124796368
"GNB",2075,0.739063095065966,27589.73,3.120476088
"GNB",2080,0.768666527252795,33400.03,3.095171595
"GNB",2085,0.793676047948489,40017.47,3.047751385
"GNB",2090,0.819068700756919,47447.76,2.98119851
"GNB",2095,0.841997871515881,55670.42,2.899216065
"GNB",2100,NA,64650.25,2.807873015
"GNQ",2020,0.224370476009826,16911.54,1.403
"GNQ",2021,0.231023028608924,17026.58,1.45
"GNQ",2022,0.228922892379401,15526.46,1.497
"GNQ",2023,0.231050886069276,14856.69,1.543
"GNQ",2024,0.233250592335789,14230.29,1.59
"GNQ",2025,0.233795028493509,13379.66,1.637
"GNQ",2026,0.243637174954753,13913.43,1.669858767
"GNQ",2027,0.25333162515039,14447.2,1.702717533
"GNQ",2028,0.2628879150377,14980.97,1.7355763
"GNQ",2029,0.272314589181305,15514.74,1.768435067
"GNQ",2030,0.281619334864765,16048.51,1.801293833
"GNQ",2035,0.33364873006797,20618.43,1.964158068
"GNQ",2040,0.382098294896398,25764.54,2.122843477
"GNQ",2045,0.426866188786544,31273.23,2.271961575
"GNQ",2050,0.468459791513352,37080.47,2.406893658
"GNQ",2055,0.507912122138136,43097.24,2.525660285
"GNQ",2060,0.543011359130389,49450.72,2.628261454
